Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Mkt-RF,SMB,HML,RF,Lo 30,Hi 30,Low30_INV,High30_INV,INV_auto,SMALL LoBM_excess,ME1 BM2_excess,ME1 BM3_excess,ME1 BM4_excess,SMALL HiBM_excess,ME2 BM1_excess,ME2 BM2_excess,ME2 BM3_excess,ME2 BM4_excess,ME2 BM5_excess,ME3 BM1_excess,ME3 BM2_excess,ME3 BM3_excess,ME3 BM4_excess,ME3 BM5_excess,ME4 BM1_excess,ME4 BM2_excess,ME4 BM3_excess,ME4 BM4_excess,ME4 BM5_excess,BIG LoBM_excess,ME5 BM2_excess,ME5 BM3_excess,ME5 BM4_excess,BIG HiBM_excess
1975-12-01,-0.8688,-1.2234,-0.9635,-1.231,-1.2897,-2.6571,-1.353,0.8843,-0.8227,-2.249,-0.9128,-0.7501,0.6957,-0.3498,3.0623,-2.2003,0.7841,-0.1906,-0.4381,-0.777,-2.5988,0.9063,0.2316,0.6359,5.2476,-1.6,-0.78,1.69,0.48,-0.85,-1.04,-0.79,-0.86,0.19000000000000006,-1.3488,-1.7034,-1.4435,-1.711,-1.7697,-3.1370999999999998,-1.833,0.4043,-1.3027,-2.729,-1.3927999999999998,-1.2301,0.2157,-0.8298,2.5823,-2.6803,0.30410000000000004,-0.6706,-0.9180999999999999,-1.2570000000000001,-3.0788,0.4263,-0.24839999999999998,0.15590000000000004,4.7676
1976-01-01,15.5658,16.7482,21.3562,23.2166,26.4124,13.0483,16.563,16.5218,21.3213,26.7531,16.0183,15.1399,16.9621,18.5245,22.2819,12.7862,13.4154,16.5545,18.5546,22.5965,11.1469,9.5119,13.8837,17.0293,15.1633,12.16,4.81,8.63,0.47,15.46,12.03,16.47666666666667,12.196666666666667,3.4300000000000015,15.095799999999999,16.278200000000002,20.886200000000002,22.7466,25.942400000000003,12.578299999999999,16.093,16.0518,20.851300000000002,26.2831,15.5483,14.6699,16.4921,18.0545,21.8119,12.316199999999998,12.9454,16.084500000000002,18.084600000000002,22.1265,10.6769,9.0419,13.413699999999999,16.5593,14.693299999999999
1976-02-01,9.9239,7.497,10.3517,12.3228,16.2163,7.6142,6.1527,7.3282,8.3766,11.3041,4.1101,3.7541,5.5048,7.2142,13.2638,0.5666,3.3838,4.1839,4.9004,3.9373,-2.3256,1.433,-0.8212,-0.9958,9.4385,0.32,7.06,5.87,0.34,4.87,-0.91,5.756666666666667,-0.6266666666666667,5.78,9.5839,7.157,10.0117,11.982800000000001,15.8763,7.2742,5.8127,6.9882,8.0366,10.9641,3.7701000000000002,3.4141000000000004,5.1648000000000005,6.8742,12.9238,0.22659999999999997,3.0438,3.8439000000000005,4.5604000000000005,3.5973,-2.6656,1.093,-1.1612,-1.3358,9.0985
1976-03-01,3.3897,2.1417,2.096,0.7828,1.6605,1.192,0.9056,0.204,1.0783,2.7147,1.116,0.8227,1.98,1.9946,1.9401,0.9115,2.1516,1.316,1.5639,6.7991,3.1395,3.6794,2.9869,3.1422,-1.0107,2.32,-1.16,-0.12,0.4,3.11,2.85,3.0866666666666673,2.4933333333333336,0.2599999999999998,2.9897,1.7417000000000002,1.6960000000000002,0.38280000000000003,1.2605,0.7919999999999999,0.5055999999999999,-0.19600000000000004,0.6783,2.3147,0.7160000000000001,0.42269999999999996,1.58,1.5945999999999998,1.5400999999999998,0.5115,1.7516000000000003,0.916,1.1639,6.3991,2.7395,3.2794,2.5869,2.7422,-1.4106999999999998
1976-04-01,-1.4267,-0.8777,-2.755,-1.088,-1.8823,-1.0752,-1.6847,-0.6775,-0.8776,-2.145,-1.3118,0.0516,-0.6911,-0.9997,-0.4912,-1.5829,-1.3092,-0.7286,-2.2749,-3.7347,-2.2721,0.3536,1.6005,0.8333,1.1439,-1.49,-0.11,-0.16,0.42,-1.87,-0.31,-1.9966666666666668,-0.3466666666666667,-1.56,-1.8467,-1.2977,-3.175,-1.508,-2.3023000000000002,-1.4951999999999999,-2.1047000000000002,-1.0975,-1.2976,-2.565,-1.7318,-0.3684,-1.1111,-1.4197,-0.9112,-2.0029,-1.7291999999999998,-1.1486,-2.6949,-4.1547,-2.6921,-0.06639999999999996,1.1805,0.41330000000000006,0.7239
1976-05-01,-1.7436,-1.7805,-1.4596,-3.6478,-4.7846,-0.7599,-1.8591,-0.9485,-2.56,-4.3923,-1.5553,-1.3554,-1.6236,-1.5191,-3.1009,-2.355,-1.1975,-1.0428,-4.2319,1.2323,-1.0564,0.5735,-0.9535,-2.0482,1.3821,-1.34,-1.23,-1.36,0.37,-1.69,0.18,-1.6933333333333334,-0.006666666666666672,-1.8699999999999999,-2.1136,-2.1505,-1.8296000000000001,-4.0178,-5.1546,-1.1299000000000001,-2.2291,-1.3185,-2.93,-4.7623,-1.9253,-1.7254,-1.9935999999999998,-1.8891,-3.4709000000000003,-2.725,-1.5675,-1.4127999999999998,-4.6019000000000005,0.8623,-1.4264000000000001,0.20350000000000001,-1.3235000000000001,-2.4182,1.0121000000000002
1976-06-01,4.1588,2.2385,1.9991,3.3337,1.8144,2.5158,3.2093,3.3941,3.5126,6.0769,4.2914,5.2986,6.5284,4.6229,8.1334,4.22,5.2561,6.9005,8.3373,3.9052,4.3033,3.9709,5.6222,5.8715,2.9431,4.05,-1.32,0.71,0.43,5.64,3.97,5.97,4.073333333333333,1.6699999999999995,3.7288,1.8085000000000002,1.5691000000000002,2.9036999999999997,1.3844,2.0858,2.7792999999999997,2.9640999999999997,3.0826,5.6469000000000005,3.8614,4.868600000000001,6.098400000000001,4.1929,7.7034,3.7899999999999996,4.8261,6.4705,7.907300000000001,3.4751999999999996,3.8733,3.5408999999999997,5.192200000000001,5.4415000000000004,2.5130999999999997
1976-07-01,-0.9926,-1.8859,0.6973,-0.2506,1.1008,-1.0912,-0.175,2.7529,0.3045,1.497,-1.5428,-0.5577,0.5387,0.6017,0.3125,-1.5946,0.4472,0.4287,1.4712,1.3865,-1.6321,0.1931,0.2048,-0.7278,2.6457,-1.07,0.29,1.73,0.47,-0.65,-0.87,-0.2466666666666667,-1.18,0.21999999999999997,-1.4626000000000001,-2.3559,0.22730000000000006,-0.7205999999999999,0.6308,-1.5612,-0.645,2.2828999999999997,-0.16549999999999998,1.0270000000000001,-2.0128,-1.0276999999999998,0.06869999999999998,0.13170000000000004,-0.15749999999999997,-2.0646,-0.022799999999999987,-0.04129999999999995,1.0012,0.9165000000000001,-2.1021,-0.2769,-0.2652,-1.1978,2.1757
1976-08-01,-4.3111,-1.6417,-1.2415,-1.4377,-1.5701,-4.3921,-1.8901,-2.4031,-1.2407,-1.6026,-2.6172,-1.3869,-0.9416,-0.1551,-4.1637,-2.6813,0.2574,1.4763,-1.0073,0.4324,-0.2589,0.4218,1.9088,-0.4837,1.0591,-0.56,-2.0,0.81,0.42,-1.94,-0.62,-2.0966666666666667,-0.7566666666666667,-1.3199999999999998,-4.7311,-2.0617,-1.6615,-1.8577,-1.9901,-4.8121,-2.3101,-2.8230999999999997,-1.6606999999999998,-2.0226,-3.0372,-1.8069,-1.3616,-0.5751,-4.5837,-3.1012999999999997,-0.16259999999999997,1.0563,-1.4273,0.012400000000000022,-0.6789000000000001,0.0018000000000000238,1.4888000000000001,-0.9037,0.6391
1976-09-01,2.334,1.7187,1.1699,2.127,1.8706,4.212,4.148,2.6875,3.1909,2.0602,3.4374,2.7869,2.4989,2.8564,0.8465,2.3178,2.3143,2.977,3.2403,1.3082,1.6288,4.3952,3.2952,3.7034,-0.6227,2.07,-0.02,-0.29,0.44,2.18,3.06,1.6300000000000001,3.1366666666666667,-0.8799999999999999,1.8940000000000001,1.2787,0.7299,1.6869999999999998,1.4306,3.772,3.7079999999999997,2.2475,2.7509,1.6202,2.9974,2.3469,2.0589,2.4164,0.40650000000000003,1.8778000000000001,1.8742999999999999,2.537,2.8003,0.8682000000000001,1.1888,3.9552,2.8552,3.2634,-1.0627
1976-10-01,-2.7836,-1.4901,-1.6074,-1.5548,-2.3308,-2.8377,-3.1799,-2.2127,-1.4575,-1.0775,-3.4194,0.0226,-1.5033,-1.0442,-3.6704,-2.2965,-1.4745,-1.1082,-1.4405,-2.946,-2.3766,-2.4987,-0.6932,-3.1544,-4.0107,-2.42,0.22,-0.18,0.41,-2.73,-2.19,-2.81,-2.3333333333333335,-0.54,-3.1936,-1.9001,-2.0174,-1.9647999999999999,-2.7408,-3.2477,-3.5899,-2.6227,-1.8675,-1.4874999999999998,-3.8294,-0.38739999999999997,-1.9133,-1.4542,-4.0804,-2.7065,-1.8844999999999998,-1.5182,-1.8504999999999998,-3.3560000000000003,-2.7866,-2.9087,-1.1032,-3.5644,-4.4207
1976-11-01,5.6212,3.424,2.0274,2.2391,3.1621,3.0372,3.4739,2.6928,4.1406,5.1655,3.7461,3.4009,3.1677,4.3399,6.9896,4.5488,3.1757,3.3949,2.7361,1.6837,-1.5979,0.1367,2.0728,1.642,4.3514,0.36,2.32,1.51,0.4,1.3,-0.03,2.11,0.10666666666666665,1.33,5.2212,3.024,1.6274000000000002,1.8391000000000002,2.7621,2.6372,3.0739,2.2928,3.7406,4.765499999999999,3.3461000000000003,3.0009,2.7677,3.9399,6.5896,4.1488,2.7757,2.9949,2.3361,1.2837,-1.9979,-0.26330000000000003,1.6728,1.242,3.9514
1976-12-01,10.8058,9.5671,9.8406,10.907,10.0219,9.0848,9.2615,9.362,9.5652,11.2357,5.7953,9.4573,8.7389,8.4907,8.0463,6.1819,6.9841,7.4301,9.0411,9.5148,3.8567,7.2916,5.6508,7.6132,7.5952,5.65,3.03,2.27,0.4,8.46,5.06,8.986666666666666,4.983333333333333,3.4000000000000012,10.4058,9.1671,9.4406,10.507,9.6219,8.6848,8.8615,8.962,9.1652,10.8357,5.3953,9.0573,8.338899999999999,8.0907,7.6463,5.781899999999999,6.584099999999999,7.0301,8.6411,9.114799999999999,3.4567,6.8915999999999995,5.2508,7.2132,7.1952
1977-01-01,2.9531,4.2587,2.8192,4.3582,5.7075,-0.5284,2.4315,-0.0781,2.1617,3.2833,-2.2608,-0.175,1.0295,0.9404,0.6332,-4.5023,-2.6859,-2.4785,-0.6661,1.6005,-7.8412,-3.3359,-0.9561,-1.3839,-0.1505,-4.05,4.76,4.27,0.36,-1.43,-5.18,-0.7333333333333333,-5.386666666666667,3.75,2.5931,3.8987000000000003,2.4592,3.9982,5.347499999999999,-0.8884,2.0715000000000003,-0.4381,1.8017000000000003,2.9233000000000002,-2.6208,-0.5349999999999999,0.6695000000000001,0.5804,0.2732,-4.8623,-3.0459,-2.8385,-1.0261,1.2405,-8.2012,-3.6959,-1.3161,-1.7439,-0.5105
1977-02-01,-0.4456,-0.4018,-0.2057,-0.3433,0.3133,-1.7033,-1.186,-0.285,-0.0942,-1.6307,-4.1296,-1.0626,-2.3708,0.3792,-3.4733,-3.0404,-1.8446,-2.0081,-1.4875,-2.2099,-1.2015,-3.29,-0.7173,-2.4427,-0.9339,-1.94,1.04,0.47,0.35,-2.04,-1.79,-2.0666666666666664,-1.9833333333333332,-0.25,-0.7956,-0.7518,-0.5557,-0.6933,-0.036699999999999955,-2.0533,-1.536,-0.635,-0.4442,-1.9807000000000001,-4.4796,-1.4125999999999999,-2.7208,0.029200000000000004,-3.8233,-3.3904,-2.1946,-2.3581000000000003,-1.8375,-2.5599000000000003,-1.5514999999999999,-3.64,-1.0673,-2.7927,-1.2839
1977-03-01,0.1742,0.2186,1.4517,1.4069,1.1583,0.5774,-0.7029,1.4283,-0.2154,-0.5595,-0.0501,1.3834,-0.3035,-0.0471,0.7008,-1.9828,0.2567,0.8766,0.715,4.9323,-1.6789,-1.823,-1.3181,-0.6626,0.2214,-1.37,1.0,1.09,0.38,-0.65,-0.88,-0.4266666666666666,-0.8566666666666668,0.22999999999999998,-0.2058,-0.16140000000000002,1.0716999999999999,1.0269,0.7783000000000001,0.19740000000000002,-1.0829,1.0482999999999998,-0.5954,-0.9395,-0.4301,1.0034,-0.6835,-0.42710000000000004,0.3208,-2.3628,-0.12330000000000002,0.49660000000000004,0.33499999999999996,4.5523,-2.0589,-2.203,-1.6981000000000002,-1.0426,-0.1586
1977-04-01,1.4128,0.1727,1.7342,2.7612,2.5768,1.1683,1.3815,1.2622,2.108,2.7435,0.4945,0.7953,1.9625,2.6287,2.3493,-0.6737,2.1196,2.6884,3.2371,2.7234,-2.1718,2.1642,1.4193,3.5987,5.9926,0.15,-0.12,3.38,0.38,1.27,-0.35,1.6033333333333333,-0.0633333333333334,1.62,1.0328,-0.2073,1.3542,2.3812,2.1968,0.7882999999999999,1.0015,0.8822,1.7280000000000002,2.3635,0.11449999999999999,0.4153,1.5825,2.2487,1.9693,-1.0537,1.7396000000000003,2.3084000000000002,2.8571,2.3434,-2.5518,1.7842000000000002,1.0393,3.2187,5.6126000000000005
1977-05-01,-1.725,-0.4087,0.2964,-0.1087,1.3524,0.9086,-1.1074,-0.551,0.8434,-1.7746,-0.6779,0.0432,0.6062,0.3743,0.8235,-0.3888,-0.9238,-0.0478,-1.1092,-1.2979,-2.5601,-0.8257,0.5745,-1.4919,-3.0131,-1.45,1.18,0.85,0.37,-0.99,-1.54,-0.8566666666666668,-1.4166666666666667,0.55,-2.095,-0.7787,-0.0736,-0.4787,0.9824,0.5386,-1.4773999999999998,-0.921,0.47340000000000004,-2.1446,-1.0478999999999998,-0.3268,0.23619999999999997,0.004300000000000026,0.4535,-0.7587999999999999,-1.2938,-0.4178,-1.4792,-1.6679,-2.9301,-1.1957,0.20450000000000002,-1.8618999999999999,-3.3831
1977-06-01,5.8487,6.5788,7.3094,5.5717,7.2925,8.5924,6.2311,6.1896,5.5151,8.5358,8.9733,6.245,6.0759,4.7517,5.9213,6.4602,4.8504,4.9559,4.8988,6.1772,5.9908,3.9594,2.9344,5.1998,1.992,4.71,2.09,-0.74,0.4,4.96,6.04,5.12,6.150000000000001,-1.08,5.4487,6.1788,6.9094,5.1716999999999995,6.8925,8.1924,5.831099999999999,5.7896,5.1151,8.1358,8.5733,5.845,5.6758999999999995,4.351699999999999,5.521299999999999,6.0602,4.450399999999999,4.555899999999999,4.498799999999999,5.7772,5.5908,3.5594,2.5344,4.799799999999999,1.592
1977-07-01,1.2187,0.8205,1.3075,0.6681,1.2745,-1.1783,-0.0049,-0.6296,0.6736,0.1981,0.0314,0.1241,-1.1473,-1.0611,-0.9676,-1.0436,-3.2553,-0.5842,-1.0546,-4.4619,-1.2909,-2.7139,-0.767,-0.1786,-4.873,-1.69,2.16,-0.56,0.42,-0.95,-1.5,-1.0766666666666667,-1.5733333333333335,0.55,0.7987,0.4005,0.8875000000000002,0.24810000000000004,0.8545,-1.5982999999999998,-0.4249,-1.0496,0.2536,-0.2219,-0.3886,-0.2959,-1.5673,-1.4810999999999999,-1.3876,-1.4636,-3.6753,-1.0042,-1.4746,-4.8819,-1.7108999999999999,-3.1339,-1.187,-0.5986,-5.293
1977-08-01,0.9769,-0.4879,-0.4827,-1.3301,-1.7906,0.5599,-0.8444,-1.4911,-0.9723,-1.3489,1.8584,-1.2602,-0.8473,-0.6629,-1.2105,-1.4198,-1.274,-1.9164,-2.0278,-3.304,1.0799,-3.4973,-2.9236,-4.8121,-4.2044,-1.75,1.48,-2.7,0.44,-0.67,-0.79,-0.9766666666666666,-0.8966666666666668,0.12,0.5368999999999999,-0.9279,-0.9227000000000001,-1.7701,-2.2306,0.11989999999999995,-1.2844,-1.9311,-1.4123,-1.7889,1.4184,-1.7002,-1.2873,-1.1029,-1.6504999999999999,-1.8598,-1.714,-2.3564000000000003,-2.4678,-3.7439999999999998,0.6399000000000001,-3.9373,-3.3636,-5.2521,-4.6444
1977-09-01,2.2186,2.4878,0.8097,1.7216,1.3129,1.1125,0.9888,2.065,0.1933,-1.6675,2.1282,1.4566,1.1578,-0.8359,0.5478,0.9441,0.2119,0.6615,0.7404,-1.2112,-0.8924,-0.7947,2.2628,0.3903,-0.1115,-0.27,1.34,-0.52,0.43,-0.85,-0.23,-1.0000000000000002,-0.15,-0.62,1.7886,2.0578,0.3797,1.2916,0.8829,0.6825000000000001,0.5588,1.635,-0.2367,-2.0975,1.6982000000000002,1.0266,0.7278,-1.2659,0.11779999999999996,0.5141,-0.2181,0.23149999999999998,0.31039999999999995,-1.6412,-1.3224,-1.2247,1.8328,-0.03970000000000001,-0.5415
1977-10-01,-4.3486,-2.6619,-2.5876,-1.0488,-2.2632,-5.2386,-2.5919,-3.8609,0.0606,-1.5733,-3.4263,-2.2457,-2.3266,-2.725,-2.7603,-3.9324,-3.2021,-2.9048,-4.1179,-4.9619,-4.5226,-4.1161,-5.0404,-2.4979,-3.5959,-4.38,1.25,1.75,0.49,-4.05,-3.72,-3.856666666666667,-3.82,-0.3299999999999996,-4.8386000000000005,-3.1519000000000004,-3.0776000000000003,-1.5388,-2.7531999999999996,-5.7286,-3.0819,-4.3509,-0.4294,-2.0633,-3.9162999999999997,-2.7356999999999996,-2.8166,-3.215,-3.2503,-4.4224,-3.6921,-3.3948,-4.6079,-5.4519,-5.0126,-4.6061000000000005,-5.5304,-2.9879,-4.0859
1977-11-01,9.4904,8.5186,8.3796,6.8836,9.1761,8.5038,9.7752,8.8203,7.1283,7.9419,6.8294,7.7089,5.7306,6.1371,8.7211,7.1433,6.2684,5.5802,6.9497,7.9434,3.6045,3.3213,3.004,2.9492,4.6905,4.0,3.73,0.26,0.5,5.97,4.7,7.096666666666667,4.953333333333333,1.2699999999999996,8.9904,8.0186,7.8796,6.3836,8.6761,8.0038,9.2752,8.3203,6.6283,7.4419,6.3294,7.2089,5.2306,5.6371,8.2211,6.6433,5.7684,5.0802,6.4497,7.4434,3.1045,2.8213,2.504,2.4492,4.1905
1977-12-01,4.3637,3.5931,2.7372,2.6571,1.7424,2.9887,1.3256,0.7463,0.4681,1.7073,1.5326,0.5304,1.8979,0.9505,1.286,0.3877,0.8437,0.6037,-0.1874,-0.6244,0.0387,1.1008,1.1928,0.3714,1.3481,0.27,1.32,-0.29,0.49,0.32,0.67,0.7833333333333333,0.44,-0.35000000000000003,3.8736999999999995,3.1031000000000004,2.2472000000000003,2.1670999999999996,1.2524,2.4987000000000004,0.8355999999999999,0.2563,-0.021899999999999975,1.2173,1.0426,0.04039999999999999,1.4079,0.4605,0.796,-0.1023,0.3537,0.11370000000000002,-0.6774,-1.1143999999999998,-0.4513,0.6108,0.7028000000000001,-0.11859999999999998,0.8581000000000001
1978-01-01,-1.1463,-3.253,-1.3423,-1.0349,0.3772,-5.3554,-5.7562,-2.5151,-2.0515,-2.3554,-6.9276,-4.9952,-3.454,-3.2155,-1.1591,-6.1225,-6.1069,-5.6907,-4.1812,-1.5394,-6.2928,-7.2064,-5.4062,-4.9636,-2.9303,-6.01,2.24,3.36,0.49,-4.45,-5.97,-3.8833333333333333,-6.273333333333333,1.5199999999999996,-1.6363,-3.7430000000000003,-1.8323,-1.5249,-0.11280000000000001,-5.845400000000001,-6.2462,-3.0050999999999997,-2.5415,-2.8453999999999997,-7.4176,-5.4852,-3.944,-3.7055,-1.6491,-6.6125,-6.596900000000001,-6.1807,-4.6712,-2.0294,-6.7828,-7.696400000000001,-5.8962,-5.4536,-3.4203
1978-02-01,3.3418,3.117,3.9222,3.2999,3.6219,1.7597,1.4112,1.383,2.056,0.5347,0.5743,1.7046,0.558,0.53,1.3522,-1.2194,-0.6931,-0.7677,0.9303,-1.3009,-3.1977,-1.5338,2.426,-0.9997,-3.6242,-1.38,3.59,0.83,0.46,-0.25,-1.96,0.7066666666666667,-1.7633333333333334,1.71,2.8818,2.657,3.4622,2.8399,3.1619,1.2997,0.9512,0.923,1.596,0.07469999999999993,0.11430000000000001,1.2446,0.09800000000000003,0.07,0.8922000000000001,-1.6794,-1.1531,-1.2277,0.4703,-1.7609,-3.6577,-1.9938,1.9660000000000002,-1.4597,-4.0842
1978-03-01,8.4317,7.221,8.2109,7.037,8.1342,6.1343,6.0319,7.7054,6.1926,7.5663,5.5059,5.5749,4.7194,4.6931,8.1537,5.046,4.9099,4.7356,4.7384,5.0988,1.2366,3.9205,3.0217,2.8562,3.3967,2.85,3.49,1.18,0.53,5.1,2.59,6.263333333333333,3.0766666666666667,2.51,7.901699999999999,6.691,7.6809,6.507,7.6042,5.604299999999999,5.5019,7.1754,5.662599999999999,7.0363,4.975899999999999,5.0449,4.1894,4.1631,7.6237,4.516,4.3799,4.2056,4.2084,4.5687999999999995,0.7065999999999999,3.3905000000000003,2.4917,2.3262,2.8667
1978-04-01,10.3638,8.8817,8.4674,7.1709,8.4325,10.1104,7.7591,8.189,7.3343,6.6955,10.0082,8.2087,7.9621,4.914,6.8047,8.6589,7.1694,5.0717,5.9208,8.3471,11.8916,8.5793,4.647,5.0998,5.2775,7.88,0.45,-3.54,0.54,9.05,10.1,8.799999999999999,10.103333333333333,-1.049999999999999,9.823799999999999,8.3417,7.9274,6.6309,7.892499999999999,9.5704,7.2191,7.649,6.7943,6.1555,9.4682,7.6687,7.4221,4.374,6.2647,8.1189,6.6294,4.5317,5.3808,7.807099999999999,11.351600000000001,8.0393,4.107,4.5598,4.7375
1978-05-01,8.2179,6.0813,8.7827,6.6819,8.1333,6.8808,7.6579,5.2135,3.921,5.3514,6.3468,5.4959,4.8241,2.1874,3.8175,4.8238,3.6637,1.579,2.2721,3.7015,1.3453,1.3346,-0.0788,1.1141,1.9846,1.76,4.56,-0.52,0.51,3.98,2.3,5.026666666666666,2.516666666666667,1.6800000000000002,7.7079,5.5713,8.2727,6.1719,7.6233,6.3708,7.1479,4.7035,3.4109999999999996,4.8414,5.8368,4.9859,4.3141,1.6773999999999998,3.3075,4.3138000000000005,3.1536999999999997,1.069,1.7621,3.1914999999999996,0.8352999999999999,0.8246,-0.5888,0.6041000000000001,1.4746
1978-06-01,0.7692,0.6855,0.1034,0.0337,0.2107,-1.1525,-2.6397,0.4343,3.1598,0.0867,-0.7753,-0.7137,0.2461,1.0846,0.9708,-1.0082,-0.5584,0.033,0.5635,-0.4867,-1.1941,-2.9869,-1.9955,-1.776,-0.8089,-1.69,1.66,0.57,0.54,-0.86,-0.92,-0.8466666666666667,-0.9366666666666665,0.06000000000000005,0.22919999999999996,0.14549999999999996,-0.43660000000000004,-0.5063000000000001,-0.32930000000000004,-1.6925000000000001,-3.1797,-0.10570000000000002,2.6198,-0.45330000000000004,-1.3153000000000001,-1.2537,-0.29390000000000005,0.5446,0.43079999999999996,-1.5482,-1.0984,-0.507,0.023499999999999965,-1.0267,-1.7341,-3.5269,-2.5355,-2.316,-1.3489
1978-07-01,6.5799,6.2887,6.082,4.6521,4.8278,7.9461,5.9856,5.0899,5.1034,8.175,6.3352,4.9217,4.4353,4.3453,4.1161,6.2644,6.1861,6.1475,6.0864,9.957,7.6148,4.9348,4.8146,2.7628,4.7566,5.11,0.23,-1.15,0.56,5.73,6.12,5.8066666666666675,6.233333333333333,-0.3899999999999997,6.0199,5.7287,5.522,4.0921,4.267799999999999,7.386100000000001,5.425599999999999,4.5299,4.5434,7.615,5.7752,4.361700000000001,3.8752999999999997,3.7853,3.5561000000000003,5.7044,5.626099999999999,5.5875,5.526400000000001,9.397,7.0548,4.3748000000000005,4.2546,2.2028,4.1966
1978-08-01,9.6176,9.7266,8.4432,7.9074,10.3031,9.0529,7.6718,9.7756,6.8956,9.2715,7.9956,8.5389,6.7064,4.9935,9.9789,7.7103,6.3061,4.509,3.8188,2.8345,2.5848,3.261,4.8898,2.9851,0.2281,3.75,5.06,-0.51,0.56,5.28,5.13,5.706666666666667,5.26,0.15000000000000036,9.057599999999999,9.166599999999999,7.883199999999999,7.3474,9.7431,8.492899999999999,7.111800000000001,9.2156,6.3355999999999995,8.7115,7.435599999999999,7.978899999999999,6.1464,4.4335,9.418899999999999,7.1503,5.7461,3.9490000000000003,3.2588,2.2744999999999997,2.0248,2.701,4.3298000000000005,2.4251,-0.3319000000000001
1978-09-01,-1.1709,0.309,-1.9199,0.0019,0.277,-1.6491,-1.5934,-1.8729,0.4775,-1.8653,-3.5157,-1.3635,-0.4685,-0.2411,-1.0269,-3.1621,-2.3082,0.5248,0.0114,-1.169,-3.2183,0.201,1.8161,1.1168,0.8932,-1.43,-0.43,1.89,0.62,0.4,-1.88,0.20666666666666667,-1.9233333333333331,2.28,-1.7909000000000002,-0.311,-2.5399,-0.6181,-0.34299999999999997,-2.2691,-2.2134,-2.4929,-0.14250000000000002,-2.4853,-4.1357,-1.9834999999999998,-1.0885,-0.8611,-1.6469,-3.7821000000000002,-2.9282,-0.09519999999999995,-0.6086,-1.7890000000000001,-3.8383000000000003,-0.419,1.1961,0.4968,0.2732
1978-10-01,-26.6983,-23.2664,-21.7865,-18.7016,-21.1646,-24.7686,-19.0293,-18.5885,-14.9028,-19.179,-19.3691,-18.7812,-14.2279,-14.2007,-20.0259,-15.3035,-13.3595,-13.533,-12.0747,-14.799,-8.3456,-9.3354,-8.4307,-7.0343,-12.1169,-11.91,-9.86,1.38,0.68,-12.88,-13.39,-15.216666666666667,-13.656666666666666,0.5099999999999998,-27.3783,-23.9464,-22.4665,-19.3816,-21.8446,-25.4486,-19.7093,-19.2685,-15.582799999999999,-19.858999999999998,-20.0491,-19.461199999999998,-14.9079,-14.8807,-20.7059,-15.9835,-14.0395,-14.213,-12.7547,-15.479,-9.025599999999999,-10.0154,-9.1107,-7.7143,-12.796899999999999
1978-11-01,8.5911,7.3419,6.7698,4.3591,4.5558,11.2701,5.2789,4.3729,2.7605,5.6598,7.3073,5.0136,4.1622,2.8462,3.4878,4.6352,2.0862,3.4283,1.9418,2.7502,2.4228,2.7487,4.0307,3.3728,2.546,2.71,2.97,-2.15,0.7,3.98,4.11,4.363333333333333,4.22,-0.13000000000000034,7.891100000000001,6.6419,6.0698,3.6590999999999996,3.8557999999999995,10.5701,4.5789,3.6728999999999994,2.0605,4.9597999999999995,6.6072999999999995,4.3136,3.4622,2.1462000000000003,2.7878,3.9352,1.3861999999999999,2.7283,1.2418,2.0502000000000002,1.7228,2.0487,3.3307,2.6727999999999996,1.8459999999999999
1978-12-01,3.6051,3.2379,2.3669,1.1729,0.7932,3.0037,3.2617,1.5248,2.4909,2.1634,2.6594,2.0391,0.3675,1.5123,3.4499,1.1846,1.7276,1.1632,0.6401,0.2744,3.4436,0.9313,0.8827,-0.0487,-0.7494,0.88,1.29,-2.13,0.78,0.79,2.2,1.11,2.146666666666667,-1.4100000000000001,2.8251,2.4578999999999995,1.5868999999999998,0.3929,0.01319999999999999,2.2237,2.4817,0.7447999999999999,1.7108999999999999,1.3834000000000002,1.8794000000000002,1.2590999999999999,-0.41250000000000003,0.7323,2.6699,0.40460000000000007,0.9476,0.3832,-0.13990000000000002,-0.5056,2.6635999999999997,0.1513,0.10270000000000001,-0.8287,-1.5293999999999999
1979-01-01,10.1006,9.9321,8.1734,10.5632,11.8293,8.8668,8.0495,8.0086,7.3993,10.2038,6.9897,6.4087,7.9547,6.9998,9.7095,5.7053,5.7217,6.035,8.5357,6.4569,2.453,5.0185,4.4861,4.6406,7.6381,4.23,3.62,2.19,0.77,6.26,4.66,7.71,4.773333333333333,1.5999999999999996,9.3306,9.1621,7.403400000000001,9.7932,11.0593,8.0968,7.2795000000000005,7.2386,6.629300000000001,9.4338,6.2197,5.6387,7.184699999999999,6.229799999999999,8.9395,4.9353,4.951700000000001,5.265000000000001,7.765700000000001,5.6869,1.6829999999999998,4.2485,3.7161000000000004,3.8706,6.8681
