Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Mkt-RF,SMB,HML,RF,Lo 30,Hi 30,Low30_INV,High30_INV,INV_auto,SMALL LoBM_excess,ME1 BM2_excess,ME1 BM3_excess,ME1 BM4_excess,SMALL HiBM_excess,ME2 BM1_excess,ME2 BM2_excess,ME2 BM3_excess,ME2 BM4_excess,ME2 BM5_excess,ME3 BM1_excess,ME3 BM2_excess,ME3 BM3_excess,ME3 BM4_excess,ME3 BM5_excess,ME4 BM1_excess,ME4 BM2_excess,ME4 BM3_excess,ME4 BM4_excess,ME4 BM5_excess,BIG LoBM_excess,ME5 BM2_excess,ME5 BM3_excess,ME5 BM4_excess,BIG HiBM_excess
1990-01-01,-8.2552,-7.3808,-5.1449,-6.7942,-6.3221,-9.3278,-9.6431,-7.449,-8.1182,-9.0925,-9.6496,-9.1531,-8.0755,-6.797,-7.6585,-7.1045,-5.5603,-8.5891,-8.4749,-9.9357,-7.7663,-5.6844,-7.2542,-7.2721,-5.7777,-7.85,-1.24,0.85,0.57,-7.07,-7.5,-7.22,-7.646666666666666,0.4299999999999997,-8.8252,-7.9508,-5.7149,-7.3642,-6.8921,-9.8978,-10.2131,-8.019,-8.6882,-9.6625,-10.2196,-9.7231,-8.6455,-7.367,-8.2285,-7.6745,-6.1303,-9.1591,-9.0449,-10.505700000000001,-8.3363,-6.2544,-7.8242,-7.8421,-6.347700000000001
1990-02-01,1.9806,2.0157,1.3265,3.3711,1.5517,3.3242,3.6207,2.9406,3.3095,2.3137,3.1449,3.8018,2.2388,1.2065,2.8637,1.6667,1.6169,1.504,1.789,3.5044,-0.078,1.8101,2.4153,1.3139,2.1027,1.11,0.99,0.64,0.57,1.77,1.6,1.91,1.46,0.16999999999999993,1.4106,1.4457,0.7565000000000001,2.8011000000000004,0.9817000000000001,2.7542,3.0507,2.3706,2.7395,1.7437,2.5749,3.2318000000000002,1.6688,0.6365,2.2937000000000003,1.0967000000000002,1.0469,0.934,1.2189999999999999,2.9344,-0.6479999999999999,1.2401,1.8453,0.7439000000000001,1.5327000000000002
1990-03-01,4.3324,2.3012,2.2844,3.7544,1.466,4.5154,4.7448,5.0638,3.158,1.5859,5.2579,2.874,3.0041,1.0419,-0.4661,3.7959,4.1794,2.132,1.768,-0.0864,3.8656,3.8316,0.252,0.5918,1.1352,1.83,1.5,-2.92,0.64,2.21,3.06,2.2866666666666666,2.9299999999999997,-0.8500000000000001,3.6923999999999997,1.6612,1.6444,3.1144,0.826,3.8753999999999995,4.1048,4.4238,2.518,0.9459000000000001,4.617900000000001,2.234,2.3641,0.40190000000000003,-1.1061,3.1559,3.5394,1.492,1.1280000000000001,-0.7264,3.2256,3.1915999999999998,-0.388,-0.04820000000000002,0.4952
1990-04-01,-2.4838,-2.5114,-1.977,-2.5471,-3.552,-4.0347,-3.5586,-2.0328,-2.9615,-5.5787,-2.2936,-1.8167,-3.4323,-5.5261,-5.6807,-2.8782,-4.2035,-5.7948,-5.4389,-6.0583,0.4041,-1.2821,-3.9047,-4.1426,-4.1662,-3.36,-0.46,-2.59,0.69,-3.73,-2.08,-3.61,-2.1233333333333335,-1.65,-3.1738,-3.2014,-2.667,-3.2371,-4.242,-4.7247,-4.2486,-2.7228,-3.6515,-6.268700000000001,-2.9836,-2.5067,-4.1223,-6.216099999999999,-6.370699999999999,-3.5682,-4.8934999999999995,-6.4848,-6.1289,-6.7483,-0.28589999999999993,-1.9721,-4.5947,-4.832599999999999,-4.856199999999999
1990-05-01,8.4713,6.4827,6.0711,4.2398,3.7148,10.4664,8.7973,5.7681,5.6961,3.4815,9.1817,8.788,7.6287,4.5628,6.4727,10.893,7.7313,10.3715,7.3945,8.3733,11.6485,11.0804,7.6561,6.4053,7.829,8.42,-2.53,-3.83,0.68,8.29,9.56,8.443333333333333,9.616666666666665,-1.2700000000000014,7.7913,5.802700000000001,5.391100000000001,3.5597999999999996,3.0347999999999997,9.7864,8.1173,5.0881,5.016100000000001,2.8015,8.5017,8.108,6.9487000000000005,3.8828,5.7927,10.213000000000001,7.0513,9.6915,6.7145,7.693300000000001,10.9685,10.4004,6.976100000000001,5.725300000000001,7.149
1990-06-01,1.138,1.7779,2.6953,0.4409,-0.2409,0.0413,0.8559,-0.9796,-0.0902,-0.0938,2.0615,0.555,-0.4381,-1.6374,-0.3081,0.2621,-1.8949,-1.9088,-1.6217,-0.377,3.4328,-2.1463,-2.3826,-3.4333,-0.3027,-1.09,1.4,-1.93,0.63,-1.52,0.01,-1.74,-0.09333333333333331,-1.53,0.5079999999999999,1.1479,2.0653,-0.1891,-0.8709,-0.5887,0.2259,-1.6096,-0.7202,-0.7238,1.4315000000000002,-0.07499999999999996,-1.0681,-2.2674,-0.9380999999999999,-0.3679,-2.5249,-2.5388,-2.2517,-1.0070000000000001,2.8028,-2.7763,-3.0126,-4.0633,-0.9327000000000001
1990-07-01,-4.638,-5.0732,-3.689,-2.873,-4.6236,-5.4882,-3.8986,-4.4893,-2.4022,-4.5672,-4.4969,-1.4129,-3.3816,-4.7865,-4.3768,-2.3099,-0.8204,-4.3641,-2.6741,-2.0197,-0.8546,-1.4927,2.2022,-1.3959,-2.0321,-1.9,-3.12,-0.03,0.68,0.98,-2.9,0.49333333333333335,-2.86,3.88,-5.318,-5.7532,-4.369,-3.5530000000000004,-5.303599999999999,-6.1682,-4.5786,-5.1693,-3.0822000000000003,-5.247199999999999,-5.1769,-2.0929,-4.0616,-5.4665,-5.0568,-2.9899,-1.5004,-5.044099999999999,-3.3541000000000003,-2.6997,-1.5346000000000002,-2.1727,1.5221999999999998,-2.0759,-2.7121
1990-08-01,-16.387,-14.6848,-12.5982,-11.1714,-12.2965,-14.5426,-13.4921,-12.5466,-10.5495,-11.379,-13.9123,-13.5858,-10.817,-9.0326,-10.0296,-9.863,-11.2551,-10.9606,-9.8386,-10.0018,-8.6799,-10.1487,-6.5636,-9.5301,-10.5847,-10.15,-3.57,1.64,0.66,-7.79,-11.06,-8.653333333333334,-11.07,3.2700000000000005,-17.047,-15.3448,-13.2582,-11.8314,-12.9565,-15.2026,-14.1521,-13.2066,-11.2095,-12.039,-14.5723,-14.245800000000001,-11.477,-9.6926,-10.6896,-10.523,-11.9151,-11.6206,-10.4986,-10.6618,-9.3399,-10.8087,-7.2236,-10.1901,-11.2447
1990-09-01,-10.5555,-9.3357,-8.0421,-6.9073,-8.832,-9.8539,-9.0663,-8.7492,-7.2546,-8.4215,-9.4495,-7.2512,-6.6334,-8.1483,-8.4324,-5.8589,-6.3287,-10.145,-7.0897,-7.0147,-5.2109,-5.2142,-1.495,-6.6208,-7.4122,-6.12,-3.65,0.64,0.6,-3.66,-8.53,-5.163333333333333,-8.556666666666667,4.869999999999999,-11.1555,-9.935699999999999,-8.6421,-7.5073,-9.432,-10.453899999999999,-9.6663,-9.3492,-7.8546,-9.0215,-10.0495,-7.8511999999999995,-7.2334,-8.7483,-9.032399999999999,-6.4589,-6.9287,-10.745,-7.689699999999999,-7.6147,-5.810899999999999,-5.8142,-2.095,-7.2208,-8.0122
1990-10-01,-6.5607,-6.7089,-6.484,-5.6485,-7.2262,-6.505,-5.2572,-4.356,-4.1021,-7.951,-4.8653,-4.9188,-4.0726,-2.486,-5.2452,-0.9601,-3.3818,-6.9792,-2.2221,-1.2626,1.6121,-1.6554,-0.9936,0.4445,0.9417,-1.92,-5.57,0.1,0.68,-2.45,-2.78,-3.9566666666666666,-2.7699999999999996,0.3299999999999996,-7.2406999999999995,-7.3889,-7.164,-6.3285,-7.9062,-7.185,-5.9372,-5.036,-4.7821,-8.631,-5.5453,-5.5988,-4.7526,-3.1660000000000004,-5.925199999999999,-1.6401,-4.0618,-7.659199999999999,-2.9021000000000003,-1.9426,0.9321,-2.3354,-1.6736,-0.23550000000000004,0.26169999999999993
1990-11-01,3.5208,5.4215,4.2128,2.8059,1.4382,11.848,6.155,7.0326,6.8318,4.4418,11.236,9.3047,7.805,7.8738,7.27,9.2404,7.9061,11.2875,9.1988,6.0376,6.4143,7.7204,5.8681,6.2189,4.3463,6.35,0.43,-3.1,0.57,4.75,9.59,5.283333333333333,9.57,-4.84,2.9508,4.8515,3.6428,2.2359,0.8682,11.278,5.585,6.4626,6.2618,3.8718,10.666,8.7347,7.234999999999999,7.3038,6.699999999999999,8.670399999999999,7.3361,10.7175,8.6288,5.4676,5.8443,7.150399999999999,5.2981,5.648899999999999,3.7763000000000004
1990-12-01,0.4386,-0.2456,0.19,2.1473,0.0962,4.2986,5.8244,4.4077,4.0426,4.1087,6.6505,4.3837,3.4977,3.8503,3.3353,4.104,3.8202,4.9085,4.4422,3.6116,3.3185,3.7116,1.6152,2.4046,0.8058,2.46,0.81,-1.7,0.6,2.25,4.53,2.18,4.54,-2.2800000000000002,-0.1614,-0.8456,-0.41,1.5473,-0.5038,3.6986000000000003,5.2244,3.8077,3.4426,3.5086999999999997,6.0505,3.7837,2.8977,3.2502999999999997,2.7353,3.504,3.2201999999999997,4.3085,3.8421999999999996,3.0116,2.7184999999999997,3.1115999999999997,1.0152,1.8045999999999998,0.20579999999999998
1991-01-01,7.8328,7.235,10.6453,8.7133,11.3686,10.0733,6.6521,7.5105,6.4564,8.8138,9.329,9.1503,7.0171,8.0127,3.9698,8.4197,4.0153,8.2352,4.2455,5.325,5.2156,5.9773,1.7717,6.025,3.9606,4.69,3.81,-1.6,0.52,1.84,8.58,3.2933333333333334,8.573333333333332,-6.74,7.312799999999999,6.715,10.125300000000001,8.1933,10.848600000000001,9.5533,6.132099999999999,6.990500000000001,5.936400000000001,8.293800000000001,8.809000000000001,8.6303,6.4971,7.492700000000001,3.4498,7.899700000000001,3.4953,7.715200000000001,3.7255,4.805,4.695600000000001,5.4573,1.2517,5.505000000000001,3.4406
1991-02-01,14.3831,12.053,13.5955,12.4347,11.3904,11.9743,10.2437,10.0622,8.1456,14.2039,9.5275,10.6268,8.5192,8.3927,8.7503,8.4966,9.3505,8.5178,7.8619,5.9178,8.2012,6.9735,5.2134,6.0825,7.9574,7.19,3.95,-0.58,0.48,7.43,8.27,8.606666666666667,8.266666666666667,-0.8399999999999999,13.9031,11.573,13.115499999999999,11.954699999999999,10.9104,11.494299999999999,9.7637,9.5822,7.6655999999999995,13.7239,9.0475,10.146799999999999,8.0392,7.912699999999999,8.270299999999999,8.0166,8.8705,8.037799999999999,7.3819,5.437799999999999,7.7212,6.493499999999999,4.7334,5.602499999999999,7.477399999999999
1991-03-01,10.4571,8.6075,7.794,6.5617,7.8471,7.6871,5.2567,5.828,6.3348,6.2839,7.6869,2.8079,1.8449,4.689,6.1875,4.9418,4.0251,3.5013,3.7359,3.0043,4.5381,1.786,0.2995,1.7441,1.1927,2.65,3.93,-1.39,0.44,2.59,3.78,2.5433333333333334,3.7399999999999998,-1.19,10.017100000000001,8.1675,7.353999999999999,6.1217,7.4071,7.2471,4.8167,5.388,5.8948,5.8439,7.246899999999999,2.3679,1.4049,4.249,5.7475,4.501799999999999,3.5851,3.0613,3.2959,2.5643000000000002,4.0981,1.346,-0.1405,1.3041,0.7527000000000001
1991-04-01,0.9265,1.1485,1.2079,0.4133,0.4978,-1.5606,0.8914,0.7899,1.5068,1.6547,-2.7704,-0.6798,2.8819,2.4733,1.43,-0.8536,0.7962,3.2838,1.6484,-0.3303,0.0305,0.0016,-0.018,1.6354,-0.1641,-0.28,0.48,1.5,0.53,1.25,0.44,0.8966666666666666,0.5299999999999999,0.81,0.39649999999999996,0.6185,0.6779,-0.11670000000000003,-0.032200000000000006,-2.0906000000000002,0.36139999999999994,0.2599,0.9767999999999999,1.1247,-3.3004,-1.2098,2.3518999999999997,1.9433,0.8999999999999999,-1.3836,0.2662,2.7538,1.1184,-0.8603000000000001,-0.49950000000000006,-0.5284,-0.548,1.1054,-0.6941
1991-05-01,2.6764,3.786,4.9213,3.3698,3.257,5.4419,2.8139,5.8608,3.3743,3.6285,3.696,6.6656,4.9844,4.4125,0.257,6.536,2.9062,5.7482,4.6143,5.5082,3.9683,5.2633,1.6527,4.2744,6.9031,3.65,-0.4,-0.52,0.47,1.72,5.65,1.9933333333333334,5.6933333333333325,-3.9300000000000006,2.2064000000000004,3.316,4.4513,2.8998,2.787,4.971900000000001,2.3438999999999997,5.3908000000000005,2.9043,3.1585,3.226,6.195600000000001,4.5144,3.9425,-0.21299999999999997,6.066,2.4362000000000004,5.2782,4.1443,5.038200000000001,3.4983000000000004,4.7933,1.1827,3.8044000000000002,6.4331000000000005
1991-06-01,-7.0193,-3.6523,-4.1382,-3.9924,-3.8419,-5.2536,-4.9488,-3.0749,-3.0732,-5.6836,-4.8221,-4.5317,-3.3319,-2.126,-4.7723,-5.2659,-4.1726,-5.9511,-3.19,-3.4701,-4.4053,-5.6413,-3.6881,-5.1281,-3.9635,-4.94,0.13,1.15,0.42,-3.83,-5.06,-4.996666666666667,-5.046666666666667,1.2299999999999995,-7.4393,-4.0723,-4.5582,-4.4124,-4.2619,-5.6735999999999995,-5.3688,-3.4949,-3.4932,-6.1036,-5.2421,-4.9517,-3.7519,-2.546,-5.1923,-5.6859,-4.5926,-6.3711,-3.61,-3.8901,-4.8253,-6.0613,-4.1081,-5.5481,-4.3835
1991-07-01,2.7855,4.1154,2.2778,3.4855,2.5087,4.127,3.7294,2.9217,3.9222,2.0056,6.1892,4.034,3.8558,2.6757,7.3751,5.9454,3.6612,2.6571,4.5796,7.1372,6.4044,3.0169,4.8672,4.6713,0.8113,4.24,-0.92,-1.32,0.49,4.18,5.49,3.703333333333333,5.6433333333333335,-1.3100000000000005,2.2954999999999997,3.6254,1.7878,2.9955,2.0187,3.6369999999999996,3.2394,2.4317,3.4322,1.5155999999999998,5.699199999999999,3.5439999999999996,3.3658,2.1856999999999998,6.8850999999999996,5.4554,3.1712,2.1670999999999996,4.0896,6.6472,5.9144,2.5269000000000004,4.3772,4.181299999999999,0.32130000000000003
1991-08-01,3.766,4.9642,3.3036,0.8912,2.5648,3.9931,3.4807,3.7487,3.2501,3.7228,5.3952,4.2688,2.6667,4.105,6.204,1.6617,2.4808,2.8089,2.8636,3.1384,4.3292,0.592,2.6484,1.4335,1.7558,2.32,1.58,-0.78,0.46,2.91,3.61,2.39,3.723333333333334,-0.6999999999999997,3.306,4.5042,2.8436,0.43119999999999997,2.1048,3.5331,3.0207,3.2887,2.7901000000000002,3.2628,4.9352,3.8087999999999997,2.2067,3.6450000000000005,5.744,1.2017,2.0208,2.3489,2.4036,2.6784,3.8692,0.13199999999999995,2.1884,0.9735,1.2958
1991-09-01,4.4078,2.448,0.2229,0.3425,-1.4219,0.5631,0.6227,1.9861,1.1513,-1.5709,-0.0215,-0.2558,-0.7153,0.7364,-3.721,-0.3706,-1.7675,-0.898,0.209,-1.0699,-2.1176,-1.1911,-0.99,0.5191,-3.8291,-1.59,1.64,-1.08,0.46,-0.51,-1.62,-0.9666666666666668,-1.6066666666666667,1.11,3.9478,1.988,-0.23710000000000003,-0.1175,-1.8819,0.10310000000000002,0.1627,1.5261,0.6913,-2.0309,-0.48150000000000004,-0.7158,-1.1753,0.27640000000000003,-4.181,-0.8306,-2.2275,-1.358,-0.251,-1.5299,-2.5776,-1.6511,-1.45,0.059099999999999986,-4.2891
1991-10-01,6.7438,4.0105,1.8304,4.0238,1.2581,2.3269,1.6157,3.2404,0.3751,1.5758,2.7646,0.8199,1.3806,2.9397,3.6022,2.5311,0.5155,1.4563,2.6295,3.4508,1.4452,0.9375,1.9438,3.2627,0.4944,1.29,0.81,-0.47,0.42,1.85,1.51,2.4133333333333336,1.5999999999999999,0.3400000000000001,6.3238,3.5905000000000005,1.4104,3.6037999999999997,0.8381000000000001,1.9069000000000003,1.1957,2.8204000000000002,-0.044899999999999995,1.1558000000000002,2.3446000000000002,0.3999,0.9606000000000001,2.5197000000000003,3.1822,2.1111,0.09549999999999997,1.0363,2.2095000000000002,3.0308,1.0252000000000001,0.5175000000000001,1.5238,2.8427000000000002,0.07440000000000002
1991-11-01,-2.1445,-2.9867,-4.167,-3.3929,-2.7336,-4.7847,-5.8368,-2.8752,-5.2109,-6.9437,-3.4218,-4.5834,-3.7775,-5.0682,-5.7455,-2.4105,-4.8911,-4.0517,-2.8979,-6.2634,-1.1949,-5.4796,-5.536,-3.7224,-8.3265,-4.19,-0.5,-1.89,0.39,-3.22,-2.53,-3.933333333333333,-2.4499999999999997,-0.6900000000000004,-2.5345,-3.3767,-4.5569999999999995,-3.7829,-3.1236,-5.1747,-6.2268,-3.2652,-5.600899999999999,-7.333699999999999,-3.8118000000000003,-4.9734,-4.1674999999999995,-5.4582,-6.1354999999999995,-2.8005,-5.2810999999999995,-4.4417,-3.2879,-6.6533999999999995,-1.5849000000000002,-5.869599999999999,-5.925999999999999,-4.1124,-8.7165
1991-12-01,6.6563,3.5318,5.4174,4.5854,4.8294,11.445,6.8737,5.4891,5.6614,7.9203,14.496,10.9849,7.737,10.0404,11.1586,13.3759,9.0089,10.0435,8.4993,11.0081,15.3949,8.9157,8.3596,6.908,12.8637,10.84,-2.24,-4.17,0.38,9.35,13.63,9.236666666666666,13.776666666666666,-4.280000000000001,6.2763,3.1518,5.0374,4.2054,4.4494,11.065,6.4937000000000005,5.1091,5.2814000000000005,7.5403,14.116,10.604899999999999,7.357,9.6604,10.778599999999999,12.995899999999999,8.6289,9.663499999999999,8.119299999999999,10.6281,15.014899999999999,8.535699999999999,7.9796000000000005,6.5280000000000005,12.483699999999999
1992-01-01,14.5367,15.8768,8.4654,13.657,16.4923,8.3389,4.5771,6.3005,7.6801,9.6148,1.6412,4.8216,5.0091,5.69,9.2883,-0.2667,2.0933,1.332,0.5486,6.2949,-3.1964,-2.07,-2.4594,0.0073,6.7812,-0.59,8.46,4.71,0.34,2.4,-0.42,5.843333333333334,-0.3166666666666667,2.82,14.1967,15.5368,8.1254,13.317,16.1523,7.998900000000001,4.2371,5.960500000000001,7.3401000000000005,9.2748,1.3012,4.4816,4.6691,5.3500000000000005,8.9483,-0.6067,1.7533,0.992,0.20859999999999995,5.9549,-3.5364,-2.4099999999999997,-2.7994,-0.33270000000000005,6.4412
1992-02-01,-0.0566,4.9218,3.5052,4.9843,9.9959,0.271,2.5209,1.6144,4.5256,6.4159,0.135,2.5817,3.6223,2.9072,8.8931,-0.5281,2.8867,2.8311,2.2623,4.9001,0.1191,-0.4262,1.9312,4.2604,10.1094,1.09,0.87,6.47,0.28,2.89,0.77,3.646666666666667,0.7600000000000001,2.12,-0.3366,4.6418,3.2252,4.7043,9.715900000000001,-0.009000000000000008,2.2409,1.3344,4.2456,6.1358999999999995,-0.14500000000000002,2.3017000000000003,3.3423,2.6272,8.613100000000001,-0.8081,2.6067,2.5511,1.9823000000000002,4.6201,-0.16090000000000004,-0.7062,1.6512,3.9803999999999995,9.829400000000001
1992-03-01,-6.547,-5.6859,-2.5645,0.0123,-1.1008,-8.1263,-2.6045,-1.6345,-0.5048,-1.1267,-5.2235,-2.0969,-0.3838,0.0541,-1.5204,-5.6565,-1.1487,-2.7791,-0.8686,-2.2911,-2.8032,-1.7713,0.1312,-1.5094,1.2247,-2.66,-1.04,3.56,0.34,-1.92,-2.7,-2.1633333333333336,-2.9499999999999997,0.7800000000000002,-6.887,-6.0259,-2.9044999999999996,-0.32770000000000005,-1.4408,-8.4663,-2.9444999999999997,-1.9745000000000001,-0.8448,-1.4667000000000001,-5.5634999999999994,-2.4369,-0.7238,-0.28590000000000004,-1.8604,-5.9965,-1.4887000000000001,-3.1191,-1.2086000000000001,-2.6311,-3.1431999999999998,-2.1113,-0.2088,-1.8494000000000002,0.8846999999999998
1992-04-01,-10.0691,-3.7562,-5.0311,-4.6047,-2.5932,-6.328,-3.2603,-2.5921,-2.5567,0.4598,-5.5369,-1.7381,-1.2501,0.4885,2.5799,-1.9339,0.5547,1.7007,3.4951,3.9189,-0.1888,5.492,5.4749,3.2759,7.5061,1.07,-6.06,4.34,0.32,1.61,-0.15,0.2333333333333334,-0.38666666666666666,1.76,-10.389100000000001,-4.0762,-5.351100000000001,-4.9247000000000005,-2.9132,-6.648000000000001,-3.5803,-2.9120999999999997,-2.8767,0.13979999999999998,-5.8569,-2.0581,-1.5701,0.16849999999999998,2.2599,-2.2539,0.23469999999999996,1.3807,3.1751,3.5989,-0.5088,5.172,5.1549,2.9559,7.1861
1992-05-01,-1.5023,-0.1888,0.1942,-1.3064,1.5819,-0.1827,0.4306,1.915,0.6914,4.0268,0.0631,-0.9812,1.9355,0.8389,3.6567,0.0683,1.165,1.6084,0.6079,-0.004,1.1937,0.3294,-0.0847,0.087,-0.0011,0.3,0.41,1.19,0.28,0.5,0.69,0.53,0.7333333333333334,-0.18999999999999995,-1.7823,-0.4688,-0.08580000000000002,-1.5864,1.3019,-0.4627,0.15059999999999996,1.635,0.4114,3.7467999999999995,-0.21690000000000004,-1.2612,1.6555,0.5589,3.3766999999999996,-0.21170000000000003,0.885,1.3284,0.32789999999999997,-0.28400000000000003,0.9137,0.0494,-0.3647,-0.19300000000000003,-0.2811
1992-06-01,-8.9678,-5.3534,-5.0949,-4.8274,-4.506,-5.3526,-6.2075,-2.4216,-3.3279,-0.7644,-4.8613,-3.9814,-2.3594,-1.3872,-0.5376,-1.7747,-4.2675,-1.4636,0.2245,-1.0486,-3.1033,0.1291,-2.2544,0.4079,0.7507,-2.34,-3.07,3.24,0.32,-1.92,-2.73,-2.02,-2.8066666666666666,0.81,-9.2878,-5.6734,-5.4149,-5.1474,-4.8260000000000005,-5.6726,-6.5275,-2.7416,-3.6479,-1.0844,-5.1813,-4.3014,-2.6794,-1.7072,-0.8575999999999999,-2.0947,-4.5875,-1.7836,-0.0955,-1.3686,-3.4233,-0.19090000000000001,-2.5744,0.08789999999999998,0.4307
1992-07-01,0.7456,1.3031,1.7322,2.9701,2.8025,2.7894,4.1387,3.149,4.2544,2.8278,5.1637,4.7048,3.9292,5.2757,3.9643,5.1827,4.0804,3.6976,4.3115,2.1903,4.9297,3.5437,4.0402,4.7401,-0.289,3.77,-0.47,-0.56,0.31,3.38,4.4,3.456666666666667,4.373333333333334,-1.0200000000000005,0.43560000000000004,0.9930999999999999,1.4222,2.6601,2.4925,2.4794,3.8287,2.839,3.9444000000000004,2.5178,4.853700000000001,4.3948,3.6191999999999998,4.9657,3.6543,4.8727,3.7704,3.3876,4.0015,1.8803,4.619700000000001,3.2337,3.7301999999999995,4.4301,-0.599
1992-08-01,-4.6442,-3.2365,-0.9115,-1.8741,-3.3554,-4.1567,-3.149,-0.771,-0.2075,-3.7834,-4.0435,-2.4047,-2.1549,-1.2,-3.0372,-1.2277,-2.6648,-2.2567,-1.4762,-4.4206,-0.6083,-3.0864,-1.2147,-3.1692,-8.3701,-2.38,-0.13,-1.1,0.26,-3.71,-2.03,-4.053333333333334,-2.08,-1.6800000000000002,-4.9041999999999994,-3.4965,-1.1715,-2.1341,-3.6154,-4.4167,-3.409,-1.0310000000000001,-0.4675,-4.0434,-4.3035,-2.6647,-2.4149000000000003,-1.46,-3.2972,-1.4877,-2.9248000000000003,-2.5167,-1.7362,-4.6806,-0.8683,-3.3464,-1.4747,-3.4292,-8.6301
1992-09-01,0.472,1.494,1.8581,2.2547,1.1009,1.5508,1.7046,4.2081,2.2766,1.8551,3.0512,2.6911,1.5441,0.5365,1.4931,0.6483,3.4831,1.8602,1.0054,0.556,0.7346,3.4344,0.4322,1.1031,0.1727,1.19,0.54,-0.26,0.26,1.42,1.9,1.566666666666667,1.9466666666666665,-0.48,0.21199999999999997,1.234,1.5981,1.9947000000000001,0.8409,1.2908,1.4445999999999999,3.9481,2.0166000000000004,1.5951,2.7912,2.4311,1.2841,0.27649999999999997,1.2331,0.3883,3.2230999999999996,1.6002,0.7454000000000001,0.29600000000000004,0.4746,3.1744000000000003,0.17219999999999996,0.8431,-0.08730000000000002
1992-10-01,2.5334,1.9413,2.5951,1.9918,1.5872,4.7788,4.3792,2.4068,1.2799,3.1544,5.7517,4.0471,1.8186,2.5374,1.4103,4.8456,0.7527,1.0936,2.1879,4.8479,2.04,1.4913,-2.5413,0.1829,0.0432,1.02,2.09,-1.98,0.23,2.31,2.79,2.0033333333333334,2.8433333333333337,-0.48,2.3034,1.7113,2.3651,1.7618,1.3572,4.5488,4.1491999999999996,2.1768,1.0499,2.9244,5.521699999999999,3.8171000000000004,1.5886,2.3074,1.1803000000000001,4.6156,0.5227,0.8635999999999999,1.9579,4.6179,1.81,1.2613,-2.7713,-0.0471,-0.18680000000000002
1992-11-01,10.6759,10.9169,8.1716,8.2327,7.8841,9.2928,8.0839,6.7039,4.7642,7.3194,9.6461,6.3733,6.1272,5.0442,4.4826,7.003,4.9445,4.0173,2.9459,3.6701,3.7049,4.9111,1.0371,2.9289,8.3435,4.13,3.76,-1.35,0.23,3.76,5.53,3.9133333333333336,5.62,-1.7700000000000005,10.4459,10.6869,7.941599999999999,8.002699999999999,7.6541,9.0628,7.853899999999999,6.4738999999999995,4.534199999999999,7.0893999999999995,9.4161,6.1433,5.8972,4.8142,4.252599999999999,6.773,4.714499999999999,3.7872999999999997,2.7159,3.4401,3.4749,4.6811,0.8070999999999999,2.6989,8.1135
1992-12-01,1.5735,3.1479,5.0702,4.4356,5.0662,1.564,2.3942,3.4783,6.3541,5.1033,3.2594,5.4744,2.8597,3.7488,5.0353,1.2758,2.6279,3.7152,4.1848,4.3842,-0.6953,3.5724,0.9703,2.9948,3.0047,1.53,1.69,2.62,0.28,2.04,1.94,2.44,1.9233333333333331,0.10000000000000009,1.2934999999999999,2.8678999999999997,4.7902,4.1556,4.7862,1.284,2.1142000000000003,3.1982999999999997,6.0741,4.8233,2.9794,5.1944,2.5797,3.4688,4.7553,0.9958,2.3479,3.4352,3.9048,4.1042,-0.9753000000000001,3.2923999999999998,0.6903,2.7148000000000003,2.7247000000000003
1993-01-01,2.6174,5.5166,4.2858,4.5902,8.0216,-0.7912,3.244,4.2652,4.5838,8.1733,-2.2234,4.0737,4.0592,3.5268,3.7185,1.1176,1.6302,3.1193,2.6851,4.7848,-2.3959,1.0431,0.9805,3.3586,8.9859,0.93,1.89,5.94,0.23,3.37,0.37,3.856666666666666,0.4333333333333333,3.0,2.3874,5.2866,4.0558,4.3602,7.791599999999999,-1.0212,3.0140000000000002,4.0352,4.3538,7.943299999999999,-2.4534,3.8436999999999997,3.8291999999999997,3.2968,3.4885,0.8876,1.4002000000000001,2.8893,2.4551,4.554799999999999,-2.6259,0.8130999999999999,0.7505000000000001,3.1286,8.7559
1993-02-01,-7.5176,-5.2021,-2.0994,-0.1803,0.7063,-8.0738,-4.5469,-0.4819,2.638,1.5697,-8.1122,0.2537,1.1035,0.765,2.9792,-5.2203,1.917,1.8019,3.1136,2.072,-2.9984,2.2521,5.0714,4.6731,2.1205,0.12,-3.48,6.42,0.22,2.09,-1.93,1.84,-1.9766666666666668,4.02,-7.7376,-5.4220999999999995,-2.3194000000000004,-0.4003,0.48630000000000007,-8.293800000000001,-4.7669,-0.7019,2.4179999999999997,1.3497000000000001,-8.3322,0.03369999999999998,0.8835,0.545,2.7592,-5.4403,1.697,1.5819,2.8935999999999997,1.852,-3.2184000000000004,2.0321,4.8514,4.4531,1.9004999999999999
